label,statement,length,sensationalism
half-true,im run second largest counti district attorney offic staf level,63,0.0
false,nytim state today djt believ countri acquir nuclear weapon dishonest never said,79,0.04291268608164067
barely-true,cnbc debat suppo three hour renegoti two hour,46,0.0
half-true,bring enough tax revenu servic debt pay medicar medicaid social secur still billion billion left,96,0.0
mostly-true,mcdonald worker denmark union earn year,39,0.0
mostly-true,sinc weve cut homeless among veteran third,42,0.0
pants-fire,cost save measur put place columbia hca drove nation health care inflat seven year,82,0.0
false,idea contain electron cigarett vapor,36,0.0
false,say new estim congress budget offic conclud final price tag health care law exceed trillion doubl initi report,113,0.01870301677683439
mostly-true,saysruben kihuen manag minor get one bill pass eight introduc legisl session,76,0.0
pants-fire,true pictur milwauk renaiss year mayor tom barrett leadership,62,0.0
mostly-true,say presid barack obama reveal state union address earmark,58,0.004874432902668979
half-true,gun murder american home recent year die battlefield iraq afghanistan,69,0.011307428552111198
mostly-true,poll show right american peopl part think bad idea provid tax cut wealthi,73,0.0
half-true,texa state rep dan branch jim pitt lieuten hous speaker joe straus help democrat ellen cohen republican challeng event district,127,0.0025256432934182005
barely-true,say vote nanci pelosi speaker hous,34,0.0
barely-true,union creat eight hour work day hour work week henri ford,57,0.0
true,five percent american pay half incom tax countri forti percent american pay incom tax,85,0.0
mostly-true,percentag gross domest product defen budget remain percent figur low histor standard,85,0.0
true,last year saw first reduct feder prison popul year,50,0.01070750640746676
pants-fire,take much energi make solar panel like generat entir life,57,0.0
true,say america spend percent gdp health care cost closest competitor nation spend,78,0.0
true,connecticut take slot machin cent dollar state take tabl game zero,66,0.0033225884817590368
mostly-true,bill lynch told three lie ten second,36,0.0
mostly-true,say milwauk counti sheriff david clark deputi collect overtim sit passiv chair watch courthous secur personnel work,116,0.0
half-true,independ analyst say donald trump would add trillion nation debt,64,0.0
true,sen obama iraq,14,0.0
barely-true,unemploy rise throughout wisconsin paul ryan step advocaci immigr increa,73,0.0
mostly-true,say donald trump one peopl root hous crisi said back gee hope collap go buy make money,87,0.0
half-true,geneva convent appli war terror,31,0.08381586849504186
barely-true,money clinton foundat took foreign govern hillari clinton secretari state clear illeg constitut say cant take stuff,115,0.0032108535497098467
true,dodd brought parti togeth pass famili medic leav act,52,0.0
barely-true,plan parenthood rake million profit past four year,50,0.0
false,mitt romney home,16,0.0
half-true,say romney would add trillion deficit obama would cut deficit trillion,70,0.0
mostly-true,canadian middl class incom higher unit state work fewer hour pay live longer averag face less incom inequ,105,0.003019892575253924
true,obama administr use espionag act go whistleblow leak journalist previous administr combin,89,0.0
mostly-true,sauk citi wisconsin id offic provid identif vote open fifth wednesday everi month total four day,96,0.0
true,nevada recent rank unemploy foreclosur violent crime person bankruptci divorc,77,0.011899920243312545
mostly-true,republican candid georgia governor dabbl birther conspiraci theori,66,0.0
true,say new jersey gain new privat sector job,41,0.0
half-true,obama administr spent million taxpay dollar roadsid sign tout econom stimulus,77,0.0
pants-fire,link jail lobbyist jack abramoff rep c w bill young,51,0.0
half-true,wall street megabank receiv bailout get taxpay fund advantag avail communiti bank ohio,86,0.0
half-true,say rick scott spent tax dollar upgrad governor mansion,55,0.0
barely-true,princ william counti cut violent crime half sinc institut crackdown illeg immigr,80,0.011441303459948982
pants-fire,say ohio consum council offic employ lawyer fund wast duplic,60,0.0
half-true,american spend tax food cloth hous combin,41,0.0
barely-true,dont think ive ever hire illeg life,35,0.0
pants-fire,say obama sent million china build wind farm texa,49,0.0
true,say portland children levi hold administr expen less percent,61,0.0
mostly-true,georg allen vote end pell grant student,39,0.0
pants-fire,school children earn higher grade studi islam new nationwid muslim outreach program announc presid barack obama,111,0.01577077603941912
mostly-true,amajor men women stage previous public embrac amnesti candid stage never supportedamnesti,89,0.0
half-true,despit rai tax wealthi hike minimum wage minnesota creat job record pace unemploy histor low median incom skyrocket state billion dollar surplus,145,0.0027399172606888955
barely-true,went billion deficit spend presid georg w bush last year trillion follow year,77,0.0
barely-true,propo mine wisconsin two third size lake winnebago,51,0.0
half-true,say presid barack obama come offic economi free fall,52,0.0
half-true,say rick scott propo budget would lay teacher,46,0.0
barely-true,bill support gov scott walker make drunk driver kill easier time,64,0.008330682904881814
mostly-true,tax increa debt limit bill period,34,0.0
false,state rep doug mckillip donor deserv refund,43,0.0038638305386968774
barely-true,sayspresid obama use execut action impo gun control nation target top sell rifl countri ban one use assault rifl bullet,120,0.01584634449072808
barely-true,without u senat action texa feder judici vacanc year state,58,0.004616154431059449
false,chang rule filibust presidenti nomin,37,0.0
barely-true,gonzal lose campaign last spring fund million support alli governor bruce rauner,80,0.006956662413199477
half-true,half foreign born popul rhode island white,42,0.0
half-true,hear frustrat parent teacher fcat next year begin improv test system,68,0.010413079581311102
true,everi year tobacco kill american world war ii aid cocain heroin alcohol vehicular accid homicid suicid combin,109,0.009200698837187327
half-true,borrow billion everi singl day much china,41,0.0
mostly-true,million job sit vacant part arent enough qualifi applic fill,60,0.0
half-true,last elect koch brother spent three time top union spent combin,63,0.0
mostly-true,obama unilat announc delay employ mandat blog post mid level bureaucrat depart treasuri,89,0.0
half-true,john mccain say never support privat social secur even though video show,72,0.008511429197618381
false,say berni sander nevada,23,0.0
mostly-true,u sen elect ron johnson leadership senat republican adopt caucus ban earmark,76,0.013240238590898068
half-true,everi dropout cost us life person,33,0.0
false,say donald trump go go carpet bomb middl east,45,0.024008878794527733
barely-true,american want tradit marriag defin defen marriag act,53,0.0
pants-fire,wisconsin school subpar score depart public instruct recent report card fail children serv,90,0.0
false,bog war john mccain suggest might go anoth year,47,0.013338945908520805
true,spent approxim billion money pork barrel earmark project mayb done right mayb money would gone inspect bridg bridg across countri,129,0.0
barely-true,dubai countri huge amount import worker actual pass legisl give immigr worker better deal middl east,100,0.0
barely-true,nafta support secretari clinton cost us job nationwid,53,0.009675325520166145
half-true,cuba want let chine drill part gulf american produc current forbidden touch close mile florida coast,101,0.0
half-true,run senat jim webb retir,24,0.0
barely-true,democrat rep cicillin boswel carnahan critz demand congress vote increa nation debt limit without make spend cut,113,0.0
false,last year involv effort help prosecutor get first pay rai year,63,0.009832077328159272
false,ive either balanc everi budget turn back surplus,48,0.0
barely-true,one texa citi law say women six dildo,37,0.010189241039316843
barely-true,florida legislatur file lawsuit fight amend,43,0.0
mostly-true,look number crash camera instal compar theyr virtual,52,0.0
mostly-true,median incom provid median incom mississippi,44,0.0
mostly-true,u sen kay bailey hutchison vote continu roe v wade,50,0.0
barely-true,paul ryan medicar plan provid pretti much coverag member congress receiv,72,0.0
true,overcrowd problem matter fact rhode island one lowest incarc rate countri,75,0.0
false,say rep jim renacci tri leav town holiday without extend payrol tax cut,71,0.0
barely-true,rather work secur border marco rubio support obama amnesti plan illeg immigr,76,0.008259137904232938
barely-true,say hillari clinton gave percent america uranium suppli russia,62,0.0
mostly-true,fifti year ago averag gm employ could pay year son daughter colleg tuition two week wage,89,0.0
mostly-true,averag colleg student take six year get four year degr,55,0.0
false,state rhode island percent current physician graduat profit medic school,72,0.004243113501519513
false,medicar bankrupt nine year,26,0.0
half-true,come effect creat job chris christi record govern effect last year new jersey creat net new job,95,0.0
half-true,say hillari clinton call barack obama naiv say would sit talk iranian democrat primari,86,0.0
false,suprem court throw feder health care law would unprec extraordinari step overturn law pass strong major democrat elect congress,129,0.011342383310642856
true,oppo war begin oppo war oppo war oppo,41,0.025972257246498986
true,say state depart spent get million facebook like,48,0.005420084680486603
half-true,romney first budget massachusett cut million k educ,51,0.013966510193685333
half-true,kid go school month less advanc countri,39,0.0
half-true,say offic alreadi recov billion wall street worker retir investor harm,71,0.0
mostly-true,longest judici vacanc histori unit state,40,0.004873506013966744
mostly-true,say gov scott walker propo reduct univ spend size one democrat gov jim doyl democrat didnt treat doyl cut dire,114,0.0
true,averag unemploy american work almost week,41,0.0
true,republican challeng bill flore never vote general elect district,64,0.0
false,hillari clinton intern travel includ serious diplomaci,54,0.0
mostly-true,say first ran offic late still folk didnt phone servic soon id help ensur everyon north florida could access dial tone,118,0.005827282418140012
half-true,year state budget spend propo fiscal year repr infus billion addit money k educ,82,0.0038536528057557806
mostly-true,say high speed rail project provid short term job,49,0.0
true,poll showhillari clinton win everi time donald trump oppon,58,0.0
false,say peter kilmartin three year experi law practic,49,0.008777790843885191
half-true,administr fund educ increa million,35,0.0
barely-true,legisl marco rubio flip key vote make quick sell hous mother bill lobbyist,74,0.0
false,say daniel webster think wive submit husband,44,0.0
barely-true,say fought repeal septic tank inspect program tallahass pull fast one,70,0.0
barely-true,one hundr time mani peopl work way poverti american middl class presid compar ronald reagan presid,98,0.0
pants-fire,new hartsfield jackson intern termin time budget,48,0.0
barely-true,scott walker given tax deduct millionair send kid exclus privat school,70,0.0
false,sheldon whiteh senat vote censor internet,44,0.0
mostly-true,trillion trillion infrastructur deficit weve got work need get done weve got peopl want go work,95,0.0
false,job involv minimum wage overwhelm job young peopl start workforc,64,0.0
false,among earliest critic rush war iraq yes even war ever start,59,0.0220044839346224
false,citi milwauk use build inspect area revenu base,48,0.0
mostly-true,cost ofa gas tank fill risen sincebarack obama becam presid,59,0.0
barely-true,colleg tuition cost risen percent democrat,42,0.0
pants-fire,obama said troop whine bear cost go war,39,0.015016273412026715
mostly-true,say donald trump posit isto roll back financ regul pass financ crisi,70,0.0
mostly-true,say rep paul ryan budget roadmap doesnt balanc budget add unthink trillion nation debt,86,0.0
pants-fire,say barack obama said keep talk economi go lose,47,0.0
pants-fire,wendi davi fund raiser chicago intern socialist organ,53,0.0
barely-true,highest fund k system histori state,35,0.02916842793702934
pants-fire,say ted cruzsaid favor libya never discuss subject,50,0.0
half-true,auto rescu presid barack obama save million middl class job across america includ wisconsin,91,0.0
half-true,say barack obama worst record presid come put america deeper debt,65,0.0
barely-true,june jobless rank higher near percent u citi,44,0.0
true,could save oil talk get drill everybodi inflat tire get regular tune,71,0.0
pants-fire,say nato base turkey attack terrorist,37,0.06889281914802214
true,past three year state legislatur enact restrict abort previous year combin,74,0.004068403086168737
false,epa want regul famili bbq,25,0.0
pants-fire,barack hussein obama forc doctor assist homosexu buy surrog babi,64,0.0
false,obama done sever thing well thing place chang view campaign instanc left troop iraq success boost effort afghanistan right cour take close guantanamo thank heaven,163,0.0
half-true,one state even spent million buck put sign adverti spend feder stimulus project,80,0.0039000253789255312
true,senat bill new method evalu teacher also go rate parent think send questionnair survey home parent,103,0.0
barely-true,say presid barack obama promi work employ lower premium per famili per year health care law rai premium individu market per famili,132,0.017594382158603983
half-true,say newt gingrich respon gridlock polit washington,51,0.0
half-true,twenti seven state pharmaceut compani rai campaign dollar drug price control measur state ballot measur rai date combin,121,0.02738822254275608
pants-fire,part effort rein protest republican wisconsin bolt window insid capitol shut,76,0.0
true,obama say clinton suggest connect al qaida iraqi govern,55,0.020465041177882837
half-true,say comprehen immigr reform add billion economi,48,0.0
true,ronald reagan rai tax billion dollar first year governor california,68,0.011366360258418529
true,busi creat job everi singl month sinc obamacar becam law,56,0.009738565268458954
mostly-true,say berni sander vote regim chang respect libya,47,0.0
mostly-true,ask mani time ronald reagan attend fundrai ran elect answer eight time say mani time barack obama attend fundrai answer time,126,0.0
barely-true,democrat fail flip wisconsin state senat recal elect deepest red district state,79,0.0073821875754152
half-true,senat version econom stimulus packag includ million dollar world war ii filipino veteran philippin,98,0.010481899984995935
mostly-true,thehousebudget plan propo largest discretionari spend cut histori,66,0.0
barely-true,ted cruz unknown vast major texan,33,0.0
half-true,say anthropolog stem scienc technolog engin math field,54,0.0
false,news broke ferguson year old michael brown suspect robberi msnbc practic went air behind close door meet figur deal new revel,125,0.0
pants-fire,peopl go fish anymor obama,26,0.0
true,congress budget offic say percent unemploy till,50,0.0
false,say top clinton advi press birther movement stori hard,55,0.0
half-true,thing like friday class shown effect colleg campus reduc drink,62,0.0
barely-true,walmart employ receiv rough public assist per year,51,0.0
half-true,adjust inflat texa per student spend remain relat flat past year despit trend texa school receiv less per student,113,0.0
half-true,virginia governor allen cut spend wast bipartisan support,57,0.00988692281973147
false,posit hasnt chang use execut author address immigr issu,55,0.0
false,protest la cross block exit surround state patrol car carri governor beat window rock vehicl car extric crowd truck block second exit,133,0.0019243013151701849
true,oregon school receiv million dollar per year feder school lunch assist yet requir spend money almost anywh oregon,115,0.0
true,almost half million peopl still elig daca particular asian american pacif island communiti,90,0.0
half-true,pastor mccain call spiritu guid rod parsley believ america found mission destroy islam call fal religion,105,0.012126820054566223
half-true,first donald trump said wage high donald trump mike penc think ought elimin feder minimum wage,94,0.00664222676481252
barely-true,dan gelber employ bps law firm could disqualifi repr florida bp attorney general,82,0.006080377946132365
false,congress district miami dade broward counti stagger drop rate almost percent,79,0.0
mostly-true,never sex marriag,17,0.0
pants-fire,say protest wisconsin state capitol night state senat pass collect bargain chang damag windshield car,101,0.006413112693325451
half-true,absolut get gun sever feloni long buy internet gun show,55,0.019941570148752086
barely-true,bill gunter would drain million local public school give tax dollar privat profit school run state corpor,105,0.0032506449628814105
pants-fire,small busi gross sale busi theyr one look massiv tax increa,60,0.0
half-true,michael dukaki creat job three time faster mitt romney,54,0.0
pants-fire,children spend time school learn u constitut,44,0.0
mostly-true,say hillari clinton reject effort make easier vote harder cheat defi logic major american,89,0.0
false,everi time weve cut tax revenu gone economi grown,49,0.0
true,say state rep diana maldonado round rock use craigslist hire campaign block walker,82,0.00310861722683875
false,say presid barack obama said attack syria go pinprick,53,0.06972818663063296
half-true,rai tax invest incom actual lower revenu receiv tax cut capit gain tax rate increa revenu,91,0.0
barely-true,common welfar program give incom hour,37,0.0
barely-true,senat bill make harder nur give patient qualiti care need,58,0.0
half-true,say tim pawlenti elimin health insur peopl governor minnesota,61,0.0
barely-true,public option health care would end privat insur privat insur peopl abl compet govern option,92,0.0
mostly-true,say donald trump saida recent week ago phoenix everi undocu person would subject deport,87,0.0
half-true,say deficit plan made adjust simpson bowl put forward congress right trillion plan,82,0.0
barely-true,say jeb bush appoint guardian fetus rape survivor,49,0.0
barely-true,thank action milwauk counti board budget amount counti tax averag home citi milwauk would decrea,99,0.0
half-true,eighti percent appli licen cancer parkinson disea glaucoma noth would associ use medic marijuana,98,0.0
half-true,say sen john mccain told dreamer hell support dream act vote,60,0.008064590644935477
false,pell bridg tourism bridg essenti commut bridg,45,0.0
mostly-true,say portfolio manag texa general land offic earn percent last year state emerg reserv account experienc percent gain,116,0.0030901648876652255
false,say colorado food stamp recipi use atm get cash buy marijuana,61,0.0
half-true,state wisconsin think wash hand least time make one peanut butter jelli sandwich,80,0.0030816584735201547
false,social secur medicar medicaid creat republican stood sidelin,60,0.0
true,gun violenc far lead caus death young african american men outstrip next nine caus death combin,95,0.007581361917562646
half-true,republican econom polici typic american famili saw incom fall percent,69,0.0
barely-true,hillari intern bob treuhaft head california communist parti,59,0.0
false,across board violent crime jurisdict recogn right carri lower area prevent,74,0.011392856814428476
half-true,use surcharg cigarett tax help pay new downtown sport arena feasibl state law,77,0.009645143166935988
mostly-true,say employ still allow pay peopl disabl minimum wage,52,0.0
false,kendrick meek name one two corrupt democrat congress citizen respon ethic washington,85,0.0
half-true,mayor angel tavera provid bond rate downgrad bbb two step junk bond status,74,0.0
mostly-true,say use e verifi fair amount cost per person match,50,0.0
barely-true,grow bodi evid radiat excess govern say minimum amount expo actual good reduc case cancer,90,0.0
barely-true,women unit state paid percent men earn work,43,0.005538125440554542
pants-fire,wisconsin creat job sinc took offic,35,0.0
mostly-true,new jersey gov christi veto legisl extend ear vote,52,0.0
false,high tax nation world,21,0.0
mostly-true,say feder regul adopt increa cost vehicl busi,46,0.0
true,even took liter everi singl ounc platinum world still wouldnt add enough need pay nation debt,93,0.0
half-true,new law requir usda approv harvest sale crop genet modifi seed even court rule crop danger public safeti environ,112,0.00462561114438631
false,say oregon law girl year age given complet control whether steril,65,0.007572836574920139
half-true,afghanistan militari leadership propo new medal award courag restraint fire back,81,0.025994033666631555
false,justic depart fast furious gun walk program start bush administr,64,0.010291089040003976
barely-true,say one austin citi council member randi shade biggest contributor lobbyist formula racetrack plan outsid austin,112,0.0
false,unbeliev sound tax dollar fund feder govern zombi apocalyp plan kid,68,0.0
false,rob portman one actual suck job mahon valley sent china,55,0.0
pants-fire,gov scott walker republican control state legislatur ad million new special interest spend,90,0.004144065752509585
half-true,come littl bit job creation happen massachusett mitt romney governor happen public sector six time rate happen privat sector,124,0.0
mostly-true,say former sen georg allen vote four time rai pay,50,0.0
mostly-true,eighti seven percent privat insur plan current includ abort coverag,67,0.0
mostly-true,rhode island second highest per enroll medicaid cost state countri percent higher nation averag,96,0.003881764168459978
barely-true,one estim say may three time much oil unit state saudi arabia,61,0.004168538274099354
mostly-true,say fought obama suprem court,29,0.0
false,say actor dwayn rock johnson wore shirt state stand flag kneel fallen,69,0.0028743035793544758
half-true,estim deport everybodi texa illeg would creat econom recess state,65,0.004370533086212602
barely-true,tim kain support higher energi cost famili,42,0.010421279749745382
false,end feder fund nation public radio would jeopard job,52,0.0
true,say florida refus allow theinsur commiss negoti lower rate compani refus rate high obamacar,94,0.0
false,rick scott said would away depart communiti affair,50,0.0
barely-true,oregon umpqua communiti colleg shoot occur gun free zone,56,0.010272839189680805
half-true,result nation rifl associ privat sector safeti educ program fatal firearm accid lowest level year,97,0.0
true,georgia crct set lowest expect student profici nation,53,0.0
true,endor everi major newspap state texa,37,0.0056865875014903144
true,hous repr prochoic major,26,0.0
half-true,romney outsourc call center job india,37,0.0
true,give sen famili struggl record four everi school kid ohio qualifi subsid lunch,79,0.0
barely-true,say obama put unelect unaccount bureaucrat charg medicar requir cut medicar lead deni care current senior,105,0.0
barely-true,presid barack obama spent three year prove kill job energi kill job manufactur,78,0.0
pants-fire,margaret sanger want black christian leader like juda goat lead black genocid rememb pick martin luther king spokesman,118,0.0
pants-fire,virginia state employ pay noth toward pension,46,0.005210482266762573
half-true,say barack obama hillari clinton respon lead america deal arm iran,67,0.0
half-true,percent teacher princip implic atlanta public school cheat scandal report,73,0.0
true,florida largest dog race state countri,38,0.005730562992015242
half-true,say donald trump singl payer health care system,47,0.015681004306812296
pants-fire,vow keep georgia race governor civil focus posit,48,0.0
true,cut deficit half,16,0.0
half-true,studi massachusett institut technolog harvard dartmouth conclud medicaid valu beneficiari signif lower actual cost program,124,0.0
barely-true,say sen ted cruz use favor birthright citizenship,49,0.0
mostly-true,veteran texa wont get health care perri reject obamacar medicaid expan,71,0.0
mostly-true,u unemploy among peopl age percent year high,44,0.0
true,say u sen ron johnson vote let oil gas compani emit unlimit carbon pollut air,77,0.0
half-true,overwhelm major republican democrat law enforc leader endor brad schimel,73,0.007362300106919073
true,rutger univ kean univ montclair state univ new jersey citi univ stockton colleg rowan univ william paterson common graduat less percent student within four year,175,0.0018325161464779471
mostly-true,oppon holli benson said poor doesnt mean unhealthi mean lot time go run,81,0.0
barely-true,peopl sign obamacar exchang alreadi insur,41,0.0
true,say chang law carri stop million tax increa dalla school district,66,0.009055540075009305
mostly-true,weve recov recess faster come farther almost advanc countri earth,65,0.0
false,jeff green hewent cuba,22,0.0
half-true,say hillari clinton isund investig fbi right,44,0.024414408918308816
false,averag public school teacher wisconsin make year salari benefit,63,0.0
mostly-true,chris christi paid one dollar state money pension system state system broke,75,0.03059844215339025
mostly-true,state cumul cut billion mental health servic largest reduct state mental health servic half centuri,99,0.005595544562205013
mostly-true,republican chris christi new jersey highest increa unemploy countri last year near jobless worst unemploy region near bottom econom growth yet christi protect tax cut millionair veto minimum wage hike,201,0.0
half-true,mitt romney compani pioneer outsourc u job low wage countri,59,0.0
half-true,percent kentuckian dont onlin access,36,0.0
barely-true,spent twice much per capita health care countri next closest nation,67,0.0
half-true,obama administr call bashar assad reform turn russian provid gun peopl,70,0.010226424896305986
true,current cost penni u mint make one cent coin nickel make five cent piec,71,0.0
barely-true,day hous vote climat chang bill even copi bill well hous standard wasnt even written,84,0.0
barely-true,say hillari clinton make per hour speak gig averag ceo year,59,0.0
barely-true,say everi time legislatur suspend kicker recent corpor kicker salem spent everi penni fail stabil state revenu,110,0.0025279435193734656
half-true,cuba lower child mortal rate life expect greater,48,0.0
pants-fire,say baltimor polic train mossad shin bet,40,0.0
barely-true,wisconsin rank econom growth accord feder reserv bank philadelphia,66,0.0
false,say never vote tax increa,26,0.0
half-true,lower tax rate generat revenu happen reagan plan happen follow bush plan,72,0.0
barely-true,atlanta area water plan district nation leader conserv,54,0.0
mostly-true,state wisconsin pay plumber engin attorney much much pay attorney repr poor peopl,83,0.0030095712603936953
mostly-true,say peyton man struggl cold weather game,40,0.026360250791057416
mostly-true,presid bush eight year ad trillion debt presid obama weve ad trillion debt year hes offic,89,0.0
half-true,minnesota pass indiana pass right work law make union membership due option,75,0.0068282921501522376
true,gov rick scott sale state plane proper,38,0.004851124416992536
false,health care law job kill,24,0.015497402717564612
mostly-true,weve seen remark reduct number american execut near two third past generat,74,0.0
half-true,onth iran nuclear deal,22,0.04309687045960098
pants-fire,q patriot american common draft dodger,38,0.0
mostly-true,outsid recal elect never public offici remov offic wisconsin anyth malfea offic,86,0.0
mostly-true,half american less save account,31,0.0
true,say languag u constitut prevent someon run congress simultan multipl state,80,0.0038865909139091936
mostly-true,unit state th life expect world,31,0.005791071325848107
barely-true,ebola incr contagi transmiss easi catch,41,0.0
false,betti sutton vote destroy medicar,33,0.0
barely-true,travi counti resid trust take tom delay,39,0.0
mostly-true,turnout may th percent lowest turnout decad,43,0.0
barely-true,eric cantor vote fulli fund obamacar octob,42,0.0
half-true,support ethanol mandat,22,0.014161053314841743
false,fiscal cliff agreement largest tax increa histori,50,0.0
true,mosqu near ground zero,22,0.0
half-true,latin america economi almost big economi china,46,0.0
false,obama experi background nation secur affair,43,0.0
barely-true,jim marshal vote liber washington arent fool,44,0.0
pants-fire,say accid villain batman movi name bane,42,0.0
false,white hous spokesman robert gibb lie said presid obama birth certif post internet,81,0.0
false,provi health care reform bill end life counsel senior entir voluntari,70,0.0
half-true,say scott bruun still believ old direct georg bush privat social secur,70,0.0
true,mccain question hire lobbyist campaign staff top lobbyist actual nerv say american peopl care,93,0.0
mostly-true,speak pension reform almost year ago,36,0.0
true,three citi among top five worst citi u asthma,45,0.0
barely-true,labor particip rate time low,28,0.0
mostly-true,mike huckab support taxpay fund scholarship illeg alien,56,0.009094550350926878
false,everi pregnant women walk plan parenthood clinic receiv abort,61,0.0
true,virginia spend abstin program lose million feder fund due gov bob mcdonnel polit agenda,87,0.0
mostly-true,near uninsur americanscan get health insur may equiv cell phone bill,70,0.0
mostly-true,cranston budget fund percent local polic fire pension retir benefit cost,73,0.03167554779218451
barely-true,say state budget cut border secur fund fight crimin gang,56,0.004624674848279775
false,say democrat parti creat ku klux klan,37,0.0
mostly-true,say roy blunt secret insert languag benefit tobacco giant philip morri nation secur bill blunt girlfriend son lobbyist cigarett compani day earlier philip morri execut wrote check blunt total,191,0.0
true,say donald trump mock someon disabl,35,0.0
half-true,rank ethiopia im told term export per capita well develop countri trade well china south korea,94,0.0
mostly-true,bill heller rai tax properti tax small busi tax even want tax internet mr heller said balanc feder budget put debt kid,119,0.0
half-true,u spend billion research develop energi spend billion oil foreign countri mani enemi,84,0.0
false,say state auditor found percent student receiv free reduc price lunch inelig,76,0.018275031143863862
pants-fire,say barack obama began presid go worldwid apolog tour,53,0.0
barely-true,administr well repr racial ethnic gender wise,47,0.0
true,presid obama campaign promi put reproduct health care center reform plan,73,0.0
half-true,presid obama campaign surrog maryland gov martin omalley acknowledg better four year ago,88,0.0
half-true,site selector decid busi expand reloc shun close shop state like wisconsin favor right work state like iowa indiana michigan,124,0.005042672058412467
half-true,said oppo everi budget republican democrat,43,0.0
true,hous repr never su sit presid u histori,41,0.0
false,five texa counti account almost percent state cattl industri,60,0.00457892508456037
half-true,say presid barack obama allow year hes prosecut gun case background check failur go theyv declin everi year sinc presid bush left offic,135,0.007930901603711571
mostly-true,oregon budget grown percent four year,37,0.0
half-true,creat save million job accord cbo congress budget offic recoveri act,71,0.0
barely-true,say matt bevin repeat fail pay tax,34,0.0
mostly-true,california republican gubernatori hope meg whitman contribut campaign democrat sen barbara boxer,96,0.0
barely-true,say justic depart memo direct must open embrac gay marriag homosexu,67,0.0
false,kasich trade deal cost ohio thousand job job mexico china,57,0.0
true,say jon corzin first time think histori former senat subpoena testifi former colleagu,85,0.007152742725408556
half-true,say donald trump bring hundr foreign worker replac american,59,0.0
barely-true,tuition free public univ colleg pipe dream fal free vietnam war,67,0.0107436335962382
half-true,candid bill byrn use campaign fund work person car,50,0.0
mostly-true,pat toomey think corpor shouldnt pay tax,40,0.0
half-true,construct worker whos make grand year shouldnt pay higher tax rate guy whos make million year work right,109,0.0
half-true,seiz currenc drug outbound arm past year year countri histori,61,0.01429964545650364
mostly-true,never direct suprem court case peopl illeg whether kid citizen,68,0.0
mostly-true,million estim million million peopl countri illeg work,54,0.0
mostly-true,tradit presidenti candid relea tax return mitt romney still wont,65,0.0
false,say never support feder health care individu mandat,51,0.011888993906983725
half-true,say unit state worst recoveri econom recess sinc world war ii,61,0.018158015882190126
barely-true,percentof german nazi,21,0.0
half-true,recidiv rate near percent climb steadili sinc detain began relea guantanamo,77,0.0
half-true,scott walker tax plan averag wisconsin taxpay got month corpor got million tax cut millionair got least per year,112,0.0
half-true,cant rai tax ohio one highest tax state countri,48,0.005338740590639657
true,american wealth half american combin,36,0.0
barely-true,say presid spend billion give away obamaphon,44,0.0
barely-true,say obama fail pass budget,26,0.0
mostly-true,know wisconsin afscm union lost member sinc longer requir membership,68,0.0
barely-true,say joe sestak vote gut medicar reduc benefit senior jeopard access care million,80,0.0
barely-true,democrat tax hike led billion wealth leav new jersey main reloc florida north carolina virginia pennsylvania,108,0.0
half-true,wisconsin govern account board ignor duti regular audit voter remov felon span elect,84,0.0
false,say florida five sanctuari citi jeb bush governor,49,0.0
barely-true,cover florida avail floridian offer basic coverag month instead typic month,75,0.0
half-true,say new hampshir fourth lowest unemploy rate countri maggi hassan time state senat,82,0.003905156756779049
false,time announc presid,19,0.0
half-true,presid spokesman ask anwar al awlaki son said chosen respon father,67,0.015409899884798905
true,first year pell grant fulli fund full pell grant paid percent cost attend typic four year public colleg today full pell grant cover percent cost,144,0.0043693602298391365
true,intellig agenc civilian militari conclud espionag attack cyberattack come highest level kremlin design influenc elect,117,0.04011398485134943
half-true,destroy busi unit state creat first time histori,48,0.01814873384278337
false,buffalo solarc project andrew cuomo creat mayb job ever happen million per job,78,0.0
true,obama said propo emerg energi rebat enough offset increa cost gas work famili next month,90,0.0
half-true,say barack obama deport peopl presid countri histori,52,0.0
half-true,annual cost free tax credit alon paid illeg immigr quadrupl billion,67,0.0
true,say fewer percent texa colleg student graduat four year percent graduat within six year,87,0.0
barely-true,state beer unregul per capita product signif higher,53,0.004159139602958661
half-true,averag kid come virginia colleg plus debt,41,0.0
true,say mitt romney told univ student ohio start busi borrow money parent,72,0.0
half-true,state indiana ive sign billion tax relief,41,0.0051582463874702
barely-true,say donald trump never said nation get nuclear weapon,53,0.06209992399191422
half-true,mayor giuliani made new york citi known sanctuari citi illeg alien allow come instruct leader citi enforc law enforc immigr law,127,0.00954615534907255
half-true,scott walker couldnt get parti back student increa milwauk school choic program indiana mitch daniel voucher program approach student two year open,149,0.0
mostly-true,rick scott want take us back day insur compani deni coverag pre exist condit,76,0.0
barely-true,say hillari clinton laid groundwork get chemic weapon syria,59,0.016545497881438442
true,newt gingrich team nanci pelosi al gore global warm,51,0.034609782768417086
false,senat immigr bill unleash massiv increa over immigr talk popul increa senat bill million peopl year,103,0.0
half-true,say feder judg san antonio issu rule could student pray graduat use word benedict word invoc word god ask audienc stand ask moment silenc would put superintend jail,164,0.0
barely-true,say pursu chang feder law protect employ extort union suprem court rule feder prohibit outlaw extort usual appli union,119,0.004689700559236787
false,obama shun opportun talk soldier thank servic,45,0.0
