label,statement,length,Controversial
true,california home largest death row populationin western hemisph,80,0.0
half-true,privat school tax break wisconsin state budget generous nation,92,0.0
half-true,everi time state get paid dollar tax gambl somebodi lose,86,0.0
false,give money politician paid paul workman workman gave thousand politician got million govern construct project,150,0.0
half-true,decad elect governor tri fail get minnesota top highest tax state countri actual,151,0.0
true,u african american continu arrest near three one half time rate white marijuana charg,130,0.0
mostly-true,harri counti texa highest jail incarc rate u world,103,0.04625980650232442
false,repeal health care law would save billion,61,0.0
true,major drunk drive death injuri caus drunk drive offend prior convict,112,0.0
barely-true,fifti percent american go hungri time live,70,0.0
true,three year ago john mccain said afghanistan read anymor paper succeed,111,0.0
barely-true,poverti level time high,41,0.0
barely-true,isi michael bennet chose washington insid general,76,0.0
true,know sen mccain said day might troop iraq year,93,0.0
true,say state budget includ spend commerci fortun compani,81,0.0
false,say high speed rail would creat job,52,0.0
half-true,say ibm leader told obama use ibm technolog cut fraud could pay health care reform,99,0.0
mostly-true,sinc presid obama took offic million job gone,56,0.0
barely-true,support state tuition arkansa illeg immigr sat school time year old becom plus student among thing,187,0.0
true,health insur premium almost doubl sinc,63,0.0
half-true,economi could fall trillion short full capac translat lost incom famili four,139,0.0
mostly-true,pay govern growth leader parti borrow billion day leav us today trillion debt,122,0.0
mostly-true,say except donald trump everi major parti nomin past year relea tax return,120,0.0
barely-true,senat bill simpli mirror feder law,51,0.0
barely-true,help write afford care act,39,0.0
false,dolphin rapist look,33,0.0
mostly-true,u million peopl food stamp million current occup white hous took,129,0.0
barely-true,republican tri impeach presid,48,0.0
half-true,weve dramat drop violent crime sinc law stand ground effect,96,0.0
half-true,recommend budget includ billion new state fund educ,77,0.0
half-true,pay go law big reason record surplus,86,0.0
mostly-true,near half florida fourth grader function illit today read,106,0.0
barely-true,late u near lowest tax nation world quarter centuri later near highest,129,0.0
true,propo feder regul would affect everi streetsign countri,73,0.0
mostly-true,member u senat fifti seven includ russ feingold lawyer zero manufactur one account,149,0.0
true,scott maddox lobbyist,29,0.0
mostly-true,hundr percent job lost recess reclaim texa nation percent,129,0.0
true,democrat said even one hear stimulus bill would one mani singl day approv five complex proposit affect live million,202,0.0
half-true,know state worst ratio white voter turnout african american voter turnout massachusett know best african american turnout actual exceed white turnout mississippi,223,0.0
true,nation scienc foundat award fund climat chang music,82,0.0
half-true,obama environ protect agenc sent email hispan heritag month photo che guevara,107,0.0
barely-true,morgan griffith fought plan would taken money away school given northern virginia school instead,134,0.0
false,say wisconsin governor never rai tax,54,0.0
true,past decad new york state current former state officehold convict sanction accus wrongdo state,172,0.0
true,didnt uninsur american buy insur expen,70,0.0
mostly-true,near peopl get shot everi year peopl day dead,78,0.0
half-true,congress pass anoth huge pork fill spend bill democrat allow less day read page stuf near earmark cost billion dollar,201,0.0
mostly-true,census also shortest least intrus count modern histori,77,0.0
false,say char crist vote minimum wage senat,72,0.0
pants-fire,soldier donat tea parti face punish uniform code militari justic,94,0.0
barely-true,renew energi project get us foreign oil away step step foreign entangl get defend oil suppli,164,0.0
true,disagr strong bush administr issu global warm,87,0.0
half-true,say donald trump saidhewould neutral israel enemi,76,0.0
barely-true,dave brat said best way fix social secur would give senior back paid,111,0.0
pants-fire,wisconsin depart correct consid implement mandatori physic fit test secur staff,122,0.0
mostly-true,twenti four percent doctor virginia current dont accept new medicaid patient reimbur rate low,130,0.0
mostly-true,last six year cianci administr violent crime unit state region rhode island provid,177,0.0
mostly-true,poor peopl today percentag popul,82,0.0
mostly-true,iran regim respon american casualti iraq war plot terrorist attack nation capit,151,0.025242555450475046
true,say tax paid poorest resid texa nation averag,81,0.0
barely-true,say john boehner chang posit extend bush tax cut,66,0.0
half-true,new jersey poverti rate increa sinc governor took offic number new jerseyan without health insur risen,138,0.0
barely-true,obama clean power plan elimin coal fire power plant,63,0.0
barely-true,estim adopt obamacar medicaid expan show cost virginia taxpay million,116,0.0
false,obamacar alreadi caus million hardwork virginian lose health insur,95,0.0
false,tennessean hunt fish licen vote,61,0.0
half-true,feder govern regul hole swiss chee,59,0.0
false,american troop never formal control anoth nation,75,0.0
false,guy go speaker hous four year name ballot one time,114,0.0
false,continu see isol incid peopl tri vote five six time day,91,0.0
true,seven highest incom counti countri ring citi washington c,87,0.0
false,sponsor co sponsor legisl ever pass e verifi provi back serv legislatur,157,0.0
true,say texa last worker compen coverag,52,0.0
mostly-true,annual survey rhode island communiti receiv drug free communiti grant mani report percent youth survey think daili marijuana use pose serious risk harm,207,0.0
false,oper health care exchang would illeg georgia state legisl pass state,123,0.0
half-true,legisl session deq budget cut percent disproport cut compar natur resourc agenc,133,0.0
true,alreadi health insur job medicar medicaid va noth plan requir employ chang coverag doctor,193,0.0
mostly-true,say area damag hurrican sandi repr rough percent nation economi,94,0.0
half-true,billion rob medicar pay obamacar,61,0.0
half-true,dui arrest drop signif tampa uber began oper,74,0.0
true,ten student cover percent cost educ public univ percent communiti colleg,143,0.0
false,oppo effort increa tax,50,0.0
barely-true,regul develop thwart construct counti land milwauk downtown park east corridor,116,0.0
pants-fire,pediatrician cut number proxim vaccin recogn mani short period time,146,0.0
half-true,health care reform plan propo congress would mean big tax increa,84,0.0
mostly-true,marijuana today genet modifi thc level far surpass marijuana,101,0.0
barely-true,say u rep patrick murphi side gop key vote twice often side democrat,108,0.0
false,homosexu behavior cut lifebi year,52,0.0
false,propo gogeb iron ore mine hill apostl island nation lakeshor cave along lake superior,125,0.0
false,syria christian come countri refug,90,0.0
half-true,student loan feder govern issu target produc billion profit unit state govern,152,0.0
true,one biggest caus soar debt econom insecur end pentagon spend budget pentagon consum half discretionari spend,185,0.0
false,millionair work side side georg soro bankrol john kasich super pac,93,0.0
pants-fire,georgia could get money school scrape gold gold dome state capitol,96,0.0
true,ive even cut salari twice,36,0.0
pants-fire,legislatur cut texa public school fund,61,0.0
true,near top prescrib oxycodon unit state florida,86,0.0
mostly-true,campaign began said weve got end starvat minimum wage rai secretari clinton said let rai,153,0.0
mostly-true,economi ad job four year obama entir eight year georg w bush,117,0.0
true,fix loophol gun background record check system could make commonwealth safer,109,0.0
false,weekend terrorist attack pari white hous said couldnt happen unit state isi couldnt reach us,143,0.021629207502272152
mostly-true,american peopl overwhelm iraq war,70,0.0
false,pension system fund level year two year point,126,0.0
mostly-true,mayor allan fung rai tax three time,48,0.0
mostly-true,import percent milk suppli america dairyland yet dont enough milk state meet demand cheesemak,164,0.0
false,mitt romney gave govern health care bankrupt state massachusett,99,0.0
pants-fire,say regard presenc classifi inform email fbi director jame comey said answer truth ive said consist told american peopl,199,0.0
mostly-true,north carolina paid famili leav popular colleg basketb,77,0.0
half-true,homeless peopl employ,36,0.0
pants-fire,statist show one male cat father kitten five year,70,0.0
half-true,sen johnni isakson vote trade agreement china cost georgia job,88,0.0
true,last year borrow trillion cent everi dollar spent half debt held foreign investor,130,0.0
barely-true,left citi million bank,45,0.0
barely-true,marijuana schedul drug understand mean cant research,98,0.0
barely-true,ive reduc number democrat texa senat committ chair sinc came lieuten governor,112,0.0
false,time govern employ gone recess,87,0.0
true,barber regul missouri word long book revel also word long,111,0.0
true,say cut tax million wasgovernor,64,0.0
half-true,health care reform law offset year benefit year tax increa,88,0.0
barely-true,dan webster support privat social secur deep cut social secur,84,0.0
half-true,pentagon obama administr acknowledg seiz burn privat bibl american soldier serv afghanistan,157,0.0
true,say marco rubio vote bipartisan violenc women act,73,0.0
false,say govern want requir farm tractor driver hold commerci driver licen even theyr cross singl public road,144,0.0
false,minnesota well elect day registr prove fraudul,85,0.0
mostly-true,say john loughlin vote let peopl accus domest violenc keep gun,84,0.0
mostly-true,state florida seen doubl digit drop alcohol use among teen,76,0.0
false,clinton refus repeat request meet gold star mother,71,0.0
half-true,sinc corey stewart becam chairman novemb unemploy averag home price sale,125,0.0
pants-fire,obama plan welfar wouldnt work wouldnt train job send welfar check,133,0.0
false,balanc budget amend,31,0.0
false,mcginti previous told local communiti newspap nativ philadelphia found alarm undercurr misinform peopl part state outsid philadelphia pittsburgh,211,0.0
barely-true,economi everi metric better came offic,69,0.0
true,say mitt romney oppo requir employ cover contracept would elimin fund plan parenthood,119,0.0
half-true,said bat averag congress higher everi presid sinc dwight eisenhow except lyndon johnson,130,0.0
pants-fire,goal common core instil feder determin attitud mindset student includ polit religi belief,136,0.0
false,publish poll elect cycl harri reid trail everi singl one,108,0.0
half-true,say tom barrett plan spend million trolley goe bare two mile east side milwauk,115,0.0
true,histor senat ratif arm control treati bipartisan,79,0.0
false,say state senat candid aaron bean vote give health care subsidi illeg immigr,97,0.0
true,raini day fund gone cent million,58,0.0
false,state budget democrat approv left wisconsin taxpay billion debt,95,0.0
true,say gloria steinem call kay bailey hutchison femal imperson,75,0.0
true,say legislatur mari nolan parti line democrat show track record harmoni american civil liberti union,149,0.0
true,say hous rule committ panel intellig ethic committ abl telecast proceed main hear room,159,0.0
mostly-true,say enrol student subsid lunch program trigger risk design result extra state school aid per student,159,0.0
true,say first eight chosen draw austin citi council district seven democrat primari voter one republican primari voter,131,0.0
true,dad use campaign gas guzzl dinosaur,61,0.0
half-true,say presid obama wait two week call attack libya terror,73,0.03215153990531394
false,job creation gotten wor year scott walker governor,76,0.0
true,say pentagon never pass financ audit fact pentagon exempt feder law requir feder agenc complet annual audit,166,0.0
barely-true,obamacar flat unpopular even obama administr chose reject part obamacar last friday tri throw class act long term care function,199,0.0
mostly-true,say jeann shaheen vote presid percent time,72,0.0
half-true,presid clinton reduc scale militari dramat,65,0.0
true,greatest incom inequ sinc great depress,70,0.0
false,say obama call israel constant sore infect u foreign polici,76,0.0
false,say nevada lawmak vote allow teenag boy shower teenag girl public school locker room,116,0.0
false,gov rick scott tri kick peopl voter roll,65,0.0
false,crime rate atlanta neighborhood drop percent,77,0.0
pants-fire,bioweapon zika virus spread gmo mosquito sic,60,0.0
false,abort,12,0.0
mostly-true,model earn better gas mileag typic suv sold,75,0.0
mostly-true,money depart citrus paid citrus grower dont save dollar elimin depart citrus,140,0.0
half-true,today peopl retir galveston counti texa retir make least percent would ever get social secur,146,0.0
mostly-true,epa ask environ citat citi landfil nashua n h didnt know cite,120,0.0
true,say c corridor train would taken hour minut longer carri passeng across ohio would taken new york central train,167,0.0
false,govern go buy breast pump babi,64,0.0
pants-fire,identifi somali communiti back home delawar,68,0.0
pants-fire,say republican gubernatori candid scott walker increa pay,86,0.0
false,palin said stimulus money weather requir univ energi build code alaska kind one size fit build code go work alaska,186,0.0
pants-fire,oppon child care plan,35,0.0
half-true,say rick perri wrote newspap item say open amnesti illeg immigr unit state,113,0.0
barely-true,say clinton foundat accept million million dollar govern like algeria saudi arabia oman unit arab emir violat ban contribut foundat foreign nation,231,0.0
barely-true,say debbi wasserman schultz offshor account like mitt romney,75,0.0
true,say republican u senat candid ted cruz oppo dream act support latino,107,0.0
barely-true,bill aid state local govern fulli paid close cost corpor tax loophol,102,0.0
barely-true,say stimulus bill sent tax credit oversea ten million dollar build traffic light china,119,0.0
barely-true,say democrat recal oppon shelli moor oppo limit tax,72,0.0
true,candid withdrawn,39,0.0
true,major support rai minimum wage,48,0.0
false,say presid barack obama propo one thing would chang fact warren buffett pay lower tax rate secretari,143,0.0
false,floridian lost health insur result obamacar,77,0.0
true,say mitt romney million swiss bank account,54,0.0
mostly-true,state budget isnt state govern thing percent state budget transfer local communiti deliveri servic,160,0.0
true,unit state spend almost three time per capita spend u k health care percent pay franc,142,0.0
half-true,marco rubio oppo extend unemploy benefit,52,0.0
barely-true,presid obama work chang medicar wor creat unelect unaccount panel power deni coverag certain treatment,160,0.0
half-true,liber state special interest spend million chang way florida draw congress legisl district,148,0.0
mostly-true,accord one studi minimum wage today worth less,77,0.0
false,dream act would give amnesti two million illeg alien,72,0.0
false,four year balanc budget paid billion debt,73,0.0
pants-fire,donald trump educ plan dramat slash fund public educ would fire texa teacher,113,0.0
half-true,say u senat candid adam hasner cite effort weaken pro life school choic legisl unequivoc proof hes moder,147,0.0
true,scienc certain measl vaccin doesnt caus autism,69,0.0
half-true,say republican u senat candid tommi thompson support massiv tax cut corpor outsourc wisconsin job,126,0.0
half-true,cut tax time four year,51,0.0
true,tax soda juic drink would disproport increa tax low incom famili philadelphia,110,0.0
mostly-true,take hundr thousand dollar goldman sach wall street bank debbi wasserman schultz vote prevent consum financ protect bureau regul payday loan address racial discrimin car loan,262,0.0
false,kip kinkel clackama town center shoot citizen gun stop crime,92,0.0
false,singl unarm white person shot polic new york year,92,0.0
barely-true,ask email made public none would public arena,105,0.0
half-true,wake hurrican katrina rita offshor drill caus real difficulti,100,0.0
half-true,say tax rai time eight year becam governor increa part path led wealth job peopl leav state,174,0.0
true,georgia secretari state offic georgia state elect board investig penal hundr peopl guilti elect fraud,146,0.0
false,oregon lead nation number job per capita manufactur,70,0.0
barely-true,california proposit would crimin share ammunit friend may hunt shoot togeth,127,0.0
false,obama administr constrain oil pollut act basic give respon parti lead role tri fix problem contain problem,203,0.0
true,electr util firstenergi annual revenu greater gdp haiti kyrgyzstan iceland african nation,124,0.0
half-true,predecessor cut fund educ didnt give anyth return make lead less money school district,161,0.0
mostly-true,georg allen vote earmark,39,0.0
false,libertarian parti third largest polit parti u,70,0.0
mostly-true,tax groceri medicin rise plan improv road rail metro atlanta,99,0.0
barely-true,say unemploy rate african american youth percent,69,0.0
true,new glarus brew co spot cow avail wisconsin,67,0.0
mostly-true,say best recent poll iowa match major republican presidenti candid presid barack obama,147,0.0
half-true,say democrat recal oppon mahlon mitchel sent letter encourag folk boycott compani,115,0.0
pants-fire,u militari risk lose militari superior navi smaller sinc air forc smaller older time sinc,178,0.0
false,legisl mail content time approv speaker offic,89,0.0
false,million muslim radic half muslim earth minor major,123,0.0
half-true,waushara counti school close state budget cut support republican wisconsin state sen luther olsen,119,0.0
mostly-true,tran texa corridor dead,33,0.0
true,froze spend level would balanc budget would cut nation debt half,136,0.0
false,seth magazin plan spend billion money,58,0.0
pants-fire,presid barack obama want take peopl syria,68,0.0
pants-fire,cap trade bill home would retrofit meet energi water effici standard could sold,137,0.0
true,virginia educ level among white higher georgia,65,0.0
false,say donald j trump foundat money money,55,0.0
true,near three week sinc presid comment question possibl hidden wait list veteran hospit,130,0.0
false,allow shelbi counti school merger commiss finish work allow new merger legisl,111,0.0
half-true,veteran florida dont health care scott didnt expand medicaid,85,0.0
barely-true,hillari clinton trust virtual,51,0.0
false,republican vote last year end medicar,53,0.0
barely-true,propo u labor depart rule children work farm would even ban youth oper batteri power screwdriv pressur garden hose,163,0.0
true,hosni mubarak rule egypt receiv american dollar countri besid israel,96,0.0
pants-fire,know current presid muslim know hes even american,78,0.0
true,say typic homeown pay per month librari district pass,81,0.0
pants-fire,say headlin tell stori walker mismanag milwauk counti,79,0.0
true,probabl less percent wisconsin resid enjoy subsidi obamacar,94,0.0
barely-true,syrian caught texa border laredo,43,0.0
half-true,five member common caus georgia board accept maximum campaign contribut,89,0.0
false,everi democraci world health care system cover everybodi,96,0.0
false,say tom nelson back higher tax social secur cost wisconsin senior million,94,0.0
mostly-true,u highest unintend pregnanc rate western industri countri,89,0.0
half-true,bill white use c connect job clinton administr form compani busi middl east default million loan,167,0.0
barely-true,say nathan deal kill pro gun bill,46,0.0
barely-true,provid univ health care,35,0.0
false,last night general assembl oclock percent busi done realli didnt late night session hold one bill,181,0.0
pants-fire,say misquot didnt say isra ambassador said republican danger israel,125,0.0
mostly-true,say promi new privat sector job big goal,67,0.0
false,say donald trump alway pay bill prompt,49,0.0
true,one would go back centuri find scenario presid nomin suprem court confirm opposit parti senat vacanc occur elect year,216,0.0
true,three women per day lose live hand partner,78,0.0
mostly-true,nineti percent peopl live gaza dont access even water,71,0.0
pants-fire,say barack obama said ordinari men women small mind govern affair individu surrend right power sovereign,180,0.0
pants-fire,promot chart say barack obama increa debt percent compar georg w bush increa percent,140,0.0
pants-fire,say man ferguson mo photograph hold sign said mother fear son life everi time rob store,147,0.0
half-true,say hillari clinton went toe toe russia secretari state new start agreement reduc russia nuclear stockpil,137,0.0
half-true,america lost nearlyon third manufactur job sinc follow enact disastr trade deal support bill hillari clinton,159,0.0
false,say rick perri republican control texa legislatur manag slash budget volunt fire depart state percent last legisl session reduc abil fight recent wildfir,237,0.0
half-true,former georgia congressman bob barr vote rai pay,69,0.0
half-true,say mitt romney plan call trillion tax cut,55,0.0
half-true,louisiana film incent program big actual shot upcom film initi titl dont mess texa new orlean,134,0.0
true,say scott walker want make abort illeg even case rape incest protect life mother,117,0.0
half-true,estim arizona lost million hospit industri revenu sinc passag arizona immigr law,140,0.0
mostly-true,seattl time call patti murray prolif sponsor earmark patti even defend bridg nowher,112,0.0
mostly-true,go slowdown delay flight result sequest,81,0.0
true,virginia number one export agricultur product cuba jump number one,109,0.0
half-true,mccain econom advi phil gramm architect deregul washington help caus mess wall street,138,0.0
mostly-true,member u senat number wi famili would benefit gop estat tax break,117,0.0
mostly-true,new jersey second highest rate institut peopl develop disabl america texa put citizen confin citizen institut new jersey,222,0.0
barely-true,spillov violenc mexico texa real escal,75,0.0
barely-true,say mitch mcconnel happen year senat becom multi millionair public offic,111,0.0
half-true,sinc take offic presid obama sign law spend increa near percent domest govern agenc percent increa includ fail stimulus,191,0.0
false,paula deen support campaign barack obama,53,0.0
true,virginia medicaid grown percent last year,70,0.0
pants-fire,creflo dollar endor republican donald trump presid,65,0.0
mostly-true,russia china absolut said clear would keep econom sanction iran unit state walk away deal,135,0.0
mostly-true,say mitt romney plan roll back regul bank,55,0.0
false,austin voter reject proposit complet new citi run crimin background check process cost million process fee addit staff bureaucraci taxpay get bill,204,0.0
half-true,state allow open carri violent crime percentlow,71,0.0
half-true,say percent voter unit state say want johnson weld name presidenti debat,115,0.0
half-true,say new jersey lose footbal field open space develop everi day develop upstream flood downstream,154,0.0
barely-true,mani hillari clinton friend took bigger deduct warren buffett took massiv deduct georg soro friend took massiv deduct,176,0.0
barely-true,say carl propo windfal tax real estat develop metro councilor,92,0.0
mostly-true,say percent black america kill black,64,0.0
half-true,live time histor low violent crime rate histor high gun ownership rate nation,113,0.0
false,bill nelson vote higher tax time,45,0.0
barely-true,charg republican parti florida credit card made money,79,0.0
mostly-true,say u senat candid tammi baldwin propo trillion tax increa tax increa extrem even nanci pelosi vote,148,0.0
pants-fire,scott rothstein victim say swindl char crist,68,0.0
true,fourth highest state tuition public univ countri,83,0.0
half-true,say scott bruun support allow corpor secret funnel million dollar front group financ attack ad,125,0.024024210143411606
mostly-true,presid said go creat daylight israel,80,0.0
false,say debo adegbil nomin serv judg u circuit court appeal abrupt withdrawn administr,139,0.0
false,pls refer jan tax chang appropri theyr obama tax hike theyll slam everi american save invest job opportun,133,0.0
barely-true,rep paul hode n h vote pork fill stimulus bill million studi ant africa million offic upgrad politician,154,0.0
half-true,without ethanol gas price would least higher gas four buck mean save buck gallon fill,138,0.0
true,say paul workman vote democrat primari support democrat vote,84,0.0
pants-fire,say congressman eric cantor want elimin social secur,64,0.0
half-true,say donald trump said want neutral israel palestinian,80,0.0
mostly-true,april sen mccain came help women earn equal pay equal work,83,0.0
pants-fire,say obama administr plan ban weapon u citizen intern treati,104,0.0
half-true,say fort hood near killeen texa largest militari instal free world,91,0.0
true,attorney general prosecut judg district attorney public offici across texa violat public trust corrupt,164,0.0
true,forti seven percent american pay incom tax,51,0.0
true,maci sent letter rick perri urg veto equal pay bill,68,0.0
pants-fire,say ted cruz father lee harvey oswald assassin presid john f kennedi,103,0.0
barely-true,democrat tax hike new jersey end decad fewer privat sector job first time record histori,129,0.0
false,say mitt romney would deni gay peopl right adopt children,67,0.0
half-true,say u rep bruce poliquin vote forc senior pay prescript drug,88,0.0
mostly-true,austin biggest citi america tier one research univ ut austin without medic school,115,0.0
false,rhode island recent studi show among group peopl homeless year medicaid cost averag per person,159,0.0
false,protect social secur benefit chang retir age,71,0.0
true,legal doesnt make differ state district live run congress,98,0.0
barely-true,say tax fee cut save household two year,67,0.0
half-true,american bought climat chang began wander away issu,100,0.0
false,baseb insur industri exempt antitrust law,74,0.0
false,health care law includ tort reform,41,0.0
true,say women care job economi,47,0.0
true,mccain tell fellow vietnam pow beaten fashion american flag becam inspir symbol fellow pow,135,0.0
half-true,alreadi afford care act help slow growth medicar health care cost,96,0.0
mostly-true,mt hood communiti colleg averag top faculti pay benefit,80,0.0
half-true,health care bill mandat spend cant cut regardless budget circumst,105,0.0
barely-true,u stop ad strateg petroleum reserv lessen worldwid demand oil reduc price,121,0.0
half-true,everi survey show strong satisfact privat coverag,61,0.0
mostly-true,say govern worker laid last year half,89,0.0
barely-true,say presid barack obama ad trillion nation debt first term trillion ad previous presid combin,161,0.0
pants-fire,china tri develop nuclear capabl,46,0.0
barely-true,cast decid vote extend medicaid health care coverag fellow citizen,98,0.0
barely-true,mccain vote cut educ fund account standard even propo abolish depart educ,131,0.0
false,new jersey alon home state face ten half billion dollar shortfal fiscal budget mean cut state local spend educ mean kid hurt,206,0.0
false,say presid barack obama gone texa mexico border,76,0.0
mostly-true,today deficit averag deficit past year,72,0.0
false,say approxim percent job creat unit state novemb texa,103,0.0
pants-fire,next year mandat feder law get rid exist light bulb,87,0.0
barely-true,allow read tran pacif partnership repr vote,94,0.0
true,averag privat sector employ pay percent health care averag citi worker ohio pay percent,122,0.0
mostly-true,say republican declar theyr go convert medicar program voucher program,104,0.0
false,recent report presid deficit commiss complet empti control health care cost,109,0.0
false,new financ regul actual guarant futur bailout wall street bank,84,0.0
barely-true,bill nelson vote afford care act cut billion medicar pay new govern program,113,0.0
barely-true,congress five week vacat,36,0.0
barely-true,american peopl dont want us rai tax,48,0.0
mostly-true,say u mexico border million legal border cross everi day,80,0.0
mostly-true,given result primari vote one new hampshir superdeleg equal vote grassroot activist,137,0.0
half-true,drive dog lap danger part could fli forward crash pound dog mph pack pound punch,152,0.0
true,rick scott even say want offshor drill,57,0.0
true,say austinit vote citi elect featur mayor race citi recent mayor elect,125,0.0
barely-true,vote public say atlanta region propo transport project list,89,0.0
half-true,weve seen priest behead islam rebel side weve also seen islam rebel eat heart soldier,130,0.0
barely-true,expert say properti tax harm econom growth sale tax least harm,109,0.0
mostly-true,trimet spend million fed fund save k per year,67,0.0
barely-true,measur pass law wendi davi support remov attorney general abil settl lawsuit like school fund case,155,0.0
mostly-true,peachtr pine one lead site tuberculosi nation,78,0.0
mostly-true,mccain oppo ethanol,49,0.0
false,cancer matter kidney failur kill peopl kenya today malaria tuberculosi aid combin,122,0.0
half-true,day sinc bill nelson democrat senat pass budget justifi,98,0.0
false,rhode island teen bing drink rate doubl nation averag,70,0.0
barely-true,presid georg w bush trade repr portman fail address china currenc manipul inflat much percent,159,0.0
barely-true,medicaid patient percent like die privat insur,87,0.0
barely-true,rick scott compani partner playboy social network websit communiti page specif gear toward gay date,140,0.0
false,demand public transport reach record level wisconsin,72,0.0
false,say mani peopl ive talk angri citi hall inact may spend needless million cover treat pure drink water,164,0.0
false,kati freeway interst west houston widest freeway world lane includ frontag road lane,139,0.0
pants-fire,today gasolin hit gallon florida,42,0.0
true,major austinit rent place live,53,0.0
half-true,health care bill dump million low incom american medicaid program none us want part percent doctor see new patient,181,0.0
half-true,massachusett mitt romney unemploy went household incom went state saw credit rate upgrad,132,0.0
mostly-true,generous countri world come immigr million peopl year legal immigr unit state,154,0.0
true,moammar gadhafi set visit unit nation one would let stay new york trump allow gadhafi set elabor tent westchest counti new york estat,195,0.0
barely-true,even richard nixon relea tax return public run presid,95,0.0
false,weve seen last year tremend thing happen includ unemploy rate come percentag point,119,0.0
mostly-true,larg phone compani trade associ hire regist lobbyist influenc pass sb deregul legisl,141,0.0
true,forti seven percent member congress millionair,62,0.0
pants-fire,loss eight million job bush eight year,67,0.0
barely-true,hes offic near four year wisconsinit dont know u sen ron johnson,108,0.0
true,new england alreadi access ampl suppli natur gas,64,0.0
false,say question financ skill cnbc debat includ discredit attack democrat polit oppon,133,0.02450153534804156
false,today men women work america peopl work canada,98,0.0
true,iraq cost household month,50,0.0
false,jobless rate unemploy rate lowest big citi new jersey,94,0.0
true,crime atlanta percent sinc,47,0.0
barely-true,say billion medicar cut requir pay flaw health care law,95,0.0
true,obama said individu mandat wasnt tax,48,0.0
half-true,refinanc million bond result reduc debt servic citi,83,0.0
false,suprem court nomin merrick garland vote uphold c ban handgun,76,0.0
barely-true,matern mortal rate women u increa,95,0.0
mostly-true,sinc took offic weve creat job,46,0.0
mostly-true,peopl year die gun,47,0.0
barely-true,deriv would bank loan today,73,0.0
false,rep robert hurt vote today end medicar rai health care cost virginia senior,100,0.0
half-true,obama administr actual cut democraci egypt fund insid state depart,99,0.0
half-true,tortur,11,0.0
false,ted strickland destroy ohio job bust budget,61,0.0
false,democrat plan keep student loan interest rate low rai tax small busi small busi kind small busi give job graduat,173,0.0
barely-true,u senat candid jack kingston spent tax dollar thousand wast earmark,92,0.0
mostly-true,even member nra poll recent impress everyon crimin background check,129,0.0
false,congress budget offic report say presid barack obama execut order rai minimum wage new feder contract worker cost economi job,176,0.0
pants-fire,feder govern send refug state governor republican democrat,110,0.0
barely-true,democrat respon swift mindless drawdown militari generat make,112,0.0
half-true,rhode island burdensom level health insur mandat nation,86,0.0
barely-true,nation unemploy rate percent record month,79,0.0
barely-true,say marco rubio didnt show vote bill sanction hezbollah,89,0.0
false,public health care option million american lose get privat compani forc onto govern run roll busi decid cost effect drop coverag,225,0.0
false,cashier earn per year pay virginia incom tax rate hedg fund manag earn million per year,129,0.0
pants-fire,bill bring million properti tax relief typic wisconsin homeown save approxim four year,135,0.0
mostly-true,georgia one earliest christian nation king georgia third centuri convert christian,128,0.0
half-true,amend put almost pot shop florida pot shop walmart walgreen combin,110,0.0
barely-true,republican presidenti debat new hampshir none candid mention middl class educ,119,0.0
barely-true,say romney invest firm made good china could made america,98,0.0
pants-fire,health care reform bill page outlaw privat insur,71,0.0
pants-fire,rachel zenz arvada citi council vote spend taxpay fund junket china,110,0.0
false,hydrogen sulfid use genocid jew germani,69,0.0
half-true,say u sen ron johnson r wisconsin elect low turnout race,80,0.0
mostly-true,half unemploy ohioan work six month,86,0.0
true,say five democrat state senat bicycl tailgat bill,101,0.0
mostly-true,singl solitari exampl sign bill end glass steagal anyth financ crash,126,0.0
false,support export import bank,37,0.0
false,percent presid barack obama administr never work outsid govern,89,0.0
pants-fire,stimulus bill didnt creat one new job,45,0.0
mostly-true,say u senat oppon ron johnson oppo govern assist student loan,90,0.0
half-true,big oil gave scott brown,34,0.0
true,cuyahoga counti percent weekend voter african american adult african american compri percent counti popul,157,0.0
half-true,say el paso safest citi size nation,58,0.0
pants-fire,say stimulus bill sent tax credit oversea billion solar compani build plant mexico,123,0.0
true,prevent terror suspect board airplan fbi power block buy dynamit ak,140,0.0
half-true,im ninth generat new hampshir,39,0.0
mostly-true,wisconsin republican repeal statewid fair pay law made sure women treat fair job,107,0.0
mostly-true,propo georgia law women miscarri could becom felon,69,0.0
true,sinc enter polit jon hust ballot six time three differ polit offic,120,0.0
mostly-true,georgia highest gas tax southeast one lowest tax gasolin transport nation,132,0.0
mostly-true,paul ryan actual propo three total three bill becom law entir career date back,121,0.0
false,state new york spend money medicaid state new jersey,86,0.0
true,cantor campaign spent steakhous brat spent entir campaign,82,0.0
true,averag south korean inch taller averag north korean huge gulag,87,0.0
barely-true,cut properti tax one third,35,0.0
pants-fire,independ payment advisori board creat health care reform law ration care deni certain medicar treatment,129,0.0
pants-fire,say accomplish includ fiscal respon budget agreement control state spend,102,0.0
half-true,say state school superintend candid pridemor vote largest cut public educ state histori billion tax break corpor wealthi,194,0.0
half-true,say david perdu built busi career outsourc american job,70,0.0
barely-true,colleg includ alreadi guarant increa tuition,102,0.0
false,austin site first mass shoot countri,62,0.0
true,say presid obama fire crui missil peac prize winner combin,96,0.0
